Name,Place ID,Formatted Address,Category,rating,total_reviews,Price Level,Review Text,rating_normalized,reviews_normalized,score,rank,One_Keywords
CoffeeLogic,ChIJTd73-q0p1i0R0H-PN09FL6o,"Jl. Terusan Sudimoro, Tunjungsekar, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, food, point_of_interest, store, establishment",4.3,167,2.0,"abit

Good vibes

nice place and nice coffe

a little expensive

Good place",0.825,0.009610374573033,0.4743824610664041,3634,"vibes, place, coffe, expensive, good, nice, abit, little"
Alamanda Cafe & Kampoeng Waroeng Rakyat,ChIJN2FDArDwdy4RyQGI3JaGc8k,"Jl. Lamongrejo No.125, Dapur Barat, Sidokumpul, Kec. Lamongan, Kabupaten Lamongan, Jawa Timur 40115, Indonesia","cafe, food, point_of_interest, establishment",4.3,164,1.0,"Nice

Recommended

My friend cafe. 😄

The place is suitable for hanging out, there is a prayer room and a toilet too,

My favorite, ginger milk coffee.

The cafe is quite comfortable with many variants of drinks and can be a place for gatherings and discussions with friends in arms or the same fate",0.825,0.0094366931048457,0.4743077780350836,3635,"cafe, gatherings, toilet, comfortable, ginger, prayer, friend, variants, hanging, quite"
Gladiol Cafe,ChIJmfuq9top1i0RZpAtvGDwxj4,"Jl. Kalpataru No.56, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, food, point_of_interest, store, establishment",4.3,157,1.0,"Nice place for hang out and date.
It's warm and lovely place..
This cafe is good for working or studying with your laptop because they have free wifi.
Foods and drinks also very tasty and fresh. Definitely recommend this place 😍

Good place for relax, nice food as well

Ok

cafe and grocery store, what else can you ask?

Ok",0.825,0.0090314363457419,0.4741335176286689,3636,"cafe, foods, wifi, store, warm, recommend, lovely, definitely, ask, studying"
TEKOPI,ChIJnYuhWDSHeC4RNaG9oj8ud3g,"Jl. Panglima Sudirman No.35-37, Ngaglik, Kec. Batu, Kota Batu, Jawa Timur 65311, Indonesia","cafe, food, point_of_interest, store, establishment",4.3,155,,"this place is comfy. the price is a little high for me which means not reasonable enough for collegers. but the food is good and tasty enough. the industrial lighting looks good in the inside. the interior is nice too and also this place is so clean which is the most important part in here. wifi is also available. and there's a tv too.

Affordable price, food looks tempting, taste pretty well too. Nice & cozy interior, comfy seats.. better to turn on the AC on daytime

I prefer to the old menu before renovation, suitable for both adult and children

Love this place, food can be improved!

Good food, don't have to wait too long for it either. Prices are good too, nice staff and comfortable atmosphere. Can get hot as aircon is usually turned off. May be a little rowdy due to the traffic outside but it provides and adds to the atmosphere. Overall nice place, very enjoyable, and would recommend if you're looking for something light on the palette before eating more exquisite dishes.",0.825,0.0089156487002836,0.4740837289411219,3637,"affordable, dishes, cozy, renovation, menu, collegers, wifi, atmosphere, adds, dont"
Lamuri coffee n culture,ChIJg5nNAOYlcC4R9nAr-uXOHbY,"Podosugih, Pekalongan Barat, Pekalongan City, Central Java 51111, Indonesia","cafe, point_of_interest, store, food, establishment",4.3,152,2.0,"One of best cafe & Resto in Pekalongan area. They served specific drinks base on javanese  herbal. The place is  cozy with friendly staff

Nice place, nice coffee cheap price

A nice coffee shop in Pekalongan with unique menu and taste

cozy

Snacking with a view.",0.825,0.0087419672320963,0.4740090459098013,3638,"pekalongan, javanese, cafe, resto, cozy, drinks, herbal, area, menu, unique"
Roemah Cafe,ChIJT51dzGyCeC4RwhIxp0aAwBU,"Jl. Mertojoyo Bar. No.45, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, point_of_interest, food, establishment",4.3,150,,"Kane lop

the products are okay, but the cafe is bad.
Please pay attention for the service!

Good

Cozy and cheap

The place is spacious, cool. The wifi uses wifi.id. Lesehan is available, chairs are also available. Suitable for hangouts, discussions, or just coffee alone for those who are single. You can also make a meeting, but must confirm first.",0.825,0.0086261795866381,0.4739592572222543,3639,"cafe, hangouts, wifiid, spacious, discussions, cheap, single, confirm, lesehan, lop"
Sarang Kopi,ChIJBUW9hbmCeC4R7gnxHqZBuSc,"Jalan Raya Mulyorejo kelurahan mulyorejo nomor A7, Sukun, Mulyorejo, Sukun, Malang City, East Java 65147, Indonesia","cafe, store, food, point_of_interest, establishment",4.3,146,1.0,"Good places with some food and drinks :v

Sit back n relax.... Enjoy

Great for coffe lover

Ok

Cheap, good for relaxing",0.825,0.0083946042957216,0.4738596798471602,3640,"relaxing, places, drinks, coffe, sit, food, cheap, enjoy, lover, ok"
Omah Jajan Bang Kaka,ChIJBdUFEP9Dei4RZ3MOxz1hwts,"Jl. Kopral Sayom Gg. Megatruh No.8, Jetak Kidul, Karanganom, Kec. Klaten Utara, Kabupaten Klaten, Jawa Tengah 57438, Indonesia","cafe, point_of_interest, food, establishment",4.3,141,,"Not bad

Ok

Good

Nice place

Relaxed atmosphere, there are photo spots, for those who like selfies

The most important
Now the menu is more complete, there are many food menus, such as batagor, dumplings, pempek (various variants), fried rice, fried and grilled chicken, fried and grilled fish, nyemek noodles and many others.
Likewise the drinks, which I can't mention one by one because there are so many

What is clear, the quality of the ingredients is good and the menu prices are relatively cheap

Nb: for cat lovers, there are several Persian cats that are clean, obedient, and you can take photos with them",0.825,0.008105135182076,0.4737352081282927,3641,"place, selfies, persian, bad, menus, grilled, dumplings, ingredients, obedient, likewise"
Excelso Ciputra World,ChIJq6qq6hH81y0RqtJ1cPfqHGE,"Jl.Mayjend. Sungkono Kav.87 Ciputra World Surabaya Lt.3 Unit 60, Gn. Sari, Kec. Dukuhpakis, Surabaya, Jawa Timur 60189, Indonesia","cafe, restaurant, food, store, point_of_interest, establishment",4.3,140,2.0,"One that I don't like is the smoking area inside the cafe

This is the less likeable Excelso on my list. It's clean but rather bad ambience to me. Too many smokers here, the smell of cigarettes really stinks. Everything on menu is usual Excelso, great coffee and frappio for drink, good sandwich and sampler for food. Good service too.

Cozy place, good taste, good service and more important is, good wiffii connection

Cozy place, the service is fast and the waitress are all nice and welcoming.
Excelso got a wide selection of food and drinks.
The place itself is comfortable, the music was good, complimenting the decoration of the cafe, they got a smoking area as well at the front.

I dont really like this excelso outlet since it is inside a shopping mall but provide smoking area for customers, so when you first enter this coffee shop, you can easily smell cigarettes. The lighting is also a little bit dim. The wifi connection is not very good if you are working with laptops.",0.825,0.0080472413593469,0.4737103137845191,3642,"cafe, smokers, ambience, excelso, menu, outlet, stinks, wifi, likeable, provide"
D' Amor Coffee House & Resto,ChIJW5R6eAfG1y0RKy59EAf3afw,"Jl. Sunan Ampel No.21, Pekuncen, Kec. Panggungrejo, Kota Pasuruan, Jawa Timur 67126, Indonesia","cafe, point_of_interest, food, establishment",4.3,140,,"Nice place for meetup

The taste of the coffee that I and my friend have ever tried are so good..never try the meal..just snack and it's ok..the bad thing is only no enough parking lot

Cafe...live music

Good

The best barista",0.825,0.0080472413593469,0.4737103137845191,3643,"cafelive, barista, snack, meetup, place, parking, bad, music, friend, try"
Barrel Batu,ChIJeeJQutGAeC4RxJN995kT-0k,"Jl. Diponegoro No.78, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65314, Indonesia","cafe, food, point_of_interest, establishment",4.3,139,,"Good vibes great food great hospitality street musician performance is just a good combination to have breakfast. Although it is consider cafe yet the price is like street food I buy pecel for 10k idr plus hot tea for another 3k for breakfast.

Beautiful atmosphere and lots of variations, well done

Breakfast and listening local music (keroncong)  , pastel is my favorite food

Pastel 😋😋😋 Resoles okay lah... Location is right across Warung Bethania. Parking lot is the main problem here...

A small cafe in Batu that open in early morning. Good price but don't expect too much on its taste.",0.825,0.0079893475366178,0.4736854194407456,3644,"cafe, morning, 3k, performance, vibes, batu, consider, keroncong, pecel, resoles"
AV Cafe Story,ChIJQQdDwTso1i0R553M2wRcojc,"Jl. Trunojoyo No.29, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","cafe, point_of_interest, food, store, establishment",4.3,138,,"This place is cool.  Not too wide, but with an artistic arrangement of furniture and wall hangings, a warm and comfortable atmosphere for hang out with friends.

Also equipped with a small stage with a good quality sound system.  Do you want to perform jam session... broadcast directly to social media...

A cozy cafe. The owner is Wahyu, the vocalist of Arema Voice, Aremania. There is hot and ice drink, especially local coffee with best rocky barista in Malang, Rezy Russel. And delicious chinese food menu and many more. the price is affordable for employees. Sometime you can get special music entertainment as free of charge. Nice.

find coffee with comfortable home place

Cheap price with extra product.

this place have a good food, and good serve",0.825,0.0079314537138887,0.4736605250969721,3645,"cafe, jam, voice, aremania, serve, wide, cheap, menu, malang, cool"
NAGRAS Cafe,ChIJXTGqr-Up1i0ROg2zYrIwUqQ,"3J8H+9Q6, Jl. Ikan Tombro, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, food, point_of_interest, establishment",4.3,134,,"Nice 👍

Nice

Top

Nice place

Cozy place",0.825,0.0076998784229722,0.473560947721878,3646,"cozy, place, nice"
Mas Bro Caffe,ChIJeTnXkYIl1i0Rvm53NJiuYM0,"Jalan Raya Tumpang No, RT.13/RW.10, Tumpang I, Tumpang, Kec. Tumpang, Kabupaten Malang, Jawa Timur 65156, Indonesia","cafe, store, food, point_of_interest, establishment",4.3,132,1.0,"Nice place and easy to noticed from street.

Good enough for mini cafe

Mumer

Woke

Expensive",0.825,0.007584090777514,0.473511159034331,3647,"cafe, street, place, mumer, mini, expensive, noticed, woke, easy, good"
Den java Shisha House,ChIJL_ja8pwmcC4RRcTym_W3nYY,"Jl. Parang Garuda V Perum No.8, Medono, Indah, Kota Pekalongan, Jawa Tengah 51111, Indonesia","cafe, food, point_of_interest, establishment",4.3,131,2.0,"The best shisha house in Pekalongan. With variants of shisha flavours, snacks and drinks. Full music, nice place, amazing waiters, and affordable price. Perfect place for hang out.

Bring your friends or colleagues and enjoy your quality time. Must visit for sisha lovers. Lllooovvveee iiittt!!!!!

Everything is just good. But not spacious.

Awesome place to hang out

Ttttt

Nice place",0.825,0.0075261969547849,0.4734862646905575,3648,"shisha, pekalongan, place, affordable, waiters, best, enjoy, snacks, ttttt, lllooovvveee"
Kopi Asri,ChIJ30k5ruUp1i0RBL3-RtOYYAw,"Jl. Ikan Tombro, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, point_of_interest, food, store, establishment",4.3,129,,"Best coffe experience

Nice place

One of the coffee shops located on the edge of the rice fields is suitable for those of you who want to enjoy coffee while looking at the view of the green and beautiful rice fields. The place is also equipped with relaxing music that complements your twilight. The place is also quite spacious for a hangout place for young people. Overall pretty good for a hangout...

This cafe is not very special, but the place is comfortable and close to the city center. The snacks served here are quite varied and taste just right on the tongue.

The perfect place for introverts",0.825,0.0074104093093266,0.4734364760030104,3649,"cafe, coffe, relaxing, rice, introverts, enjoy, twilight, center, varied, fields"
Stasiun Ojek Online Grab Blora,ChIJBwGuFARBdy4Rp9cPer5D-xM,"Jenar, Kedungjenar, Kec. Blora, Kabupaten Blora, Jawa Tengah 58216, Indonesia","cafe, food, store, point_of_interest, establishment",4.3,123,1.0,"Ok

Maybe for people

Go

The place is spacious, very comfortable, cool too, there are food stalls too, implementing social distancing. ️

A comfortable place to just enjoy coffee and other food menus. Coupled with live music entertainment for those who like to sing, can contribute their golden voice. And don't forget the free wifi provided here is very useful.",0.825,0.007063046372952,0.4732871099403693,3650,"place, comfortable, stalls, menus, sing, wifi, implementing, distancing, maybe, enjoy"
Warkop Johar,ChIJv_S-bBX51y0RRyIvn9zk-Fk,"Jl. Johar I No.2, Alun-alun Contong, Kec. Bubutan, Surabaya, Jawa Timur 60174, Indonesia","cafe, food, store, point_of_interest, establishment",4.3,123,,"Regular cafe.

Wifimya lemoot

Cheap place to eat. With a menu of various choices

Cheap and festive..don't protest, the food is delicious and cheap🤭

More taste of the coffee mix",0.825,0.007063046372952,0.4732871099403693,3651,"wifimya, cafe, lemoot, cheap, protest, menu, festivedont, eat, mix, various"
CAFE 33,ChIJJ_z17hxBdy4RkB7G0SVCCSU,"Jl. Sumodarsono No.48, Mlangsen, Kec. Blora, Kabupaten Blora, Jawa Tengah 58214, Indonesia","cafe, store, point_of_interest, food, establishment",4.3,120,1.0,"Best coffee ever ini town

Revolutionary coffee shop

The right place for relax and drink a cup of local  coffee

Good price good place

Ok",0.825,0.0068893649047646,0.4732124269090487,3652,"coffee, town, ini, shop, local, revolutionary, price, best, relax, ok"
Arena Coffee & Roastery,ChIJnQum812BeC4RPQBUiZXdXAw,"Jl. Ir. Soekarno No.133, Ngudi, Beji, Kec. Junrejo, Kota Batu, Jawa Timur 65236, Indonesia","cafe, food, store, point_of_interest, establishment",4.3,118,,"the location is beside the main road to the city, not too comfortable, not too clean.the price offered is a little expensive with the quality of the food is mediocre. but if you're hanging out with your friends around here, maybe this cafe is the cheapest option.only a few seats are good, other spots are less comfortable. the parking area is spacious, the outdoor area chairs are more than indoor.

Found this amazing little place whilst visiting Batu. Great tasting coffee and chocolate milk with plenty of outdoor seating in a nice shady area. Waiter was amazing and friendly and spoke alittle english. Definitely would recommend a visit.

Friendly price, cozy settings, seats are set nicely far apart, the lovely lady at the cashier was really nice and patient with me (never underestimate the effect of good service), there's a cool gazebo for the musholla, LOVE the aglio olio! So far, this has been a very pleasant experience.

The only downside is that there's only a few electric plugs available if you want to use your laptop. If you got some friends with you, may I suggest to bring your own cable roll since there's a nice big table for a co-working space.

One more thing, this place would be even better if they expand their tea selection. And add some ginger-based drinks too, it's really cold at night.

Ordered double ristretto, it was amazing. Keep up the good work ☕️

One of coffee spot we visited while we were in Batu. Unimpressed (I guess that was it)",0.825,0.0067735772593064,0.4731626382215017,3653,"cafe, seats, visiting, gazebo, expensive, pleasant, suggest, aglio, cashier, optiononly"
Warung Tahu Petis,ChIJxW2uIwWCeC4R6EwFs08FUFs,"Jl. Saxophone No.1, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65143, Indonesia","cafe, food, point_of_interest, store, establishment",4.3,116,1.0,"nice place for gathering

Nice place for coffe

love

Good

Friendly place",0.825,0.0066577896138482,0.4731128495339546,3654,"place, coffe, friendly, gathering, love, good, nice"
Hookah Resto & Cafe,ChIJyYUby3Ep1i0RRShLzr-7yEY,"3J6G+353, Mojolangu, Lowokwaru, Malang City, East Java 65142, Indonesia","cafe, restaurant, food, point_of_interest, establishment",4.3,112,,"Food and drinks all of them is very delicious
Worth it if u will go to here,, but if u don't like seasoning I'm prefer u just drink
And there's shisa here

Good vibe and ambience, feels like authentic Middle Eastern interior. Somehow reminds me of Shisha Cafe Kemang, but the hookah menu should've been better because the waitress describe the flavor & the characteristic. It didn't help too much, should've had the menu for hookah with all of the flavors & mixes. Overall pleased

Bad food , you order bryiani or bukari  rice you get the same thing

but now the name is not HOOKAH.....      but  CAPUA

Coool and sooo good",0.825,0.0064262143229317,0.4730132721588606,3655,"hookah, cafe, shisa, menu, ambience, seasoning, mixes, bad, pleased, characteristic"
Cafe 87,ChIJcw0DqUHP1y0RkGbBgm0Z4_g,"Jalan Raya Pleret RT 02 RW 05 Pohjentrek Purworejo, Magersari, Pleret, Kec. Pohjentrek, Kota Pasuruan, Jawa Timur 67171, Indonesia","cafe, food, point_of_interest, establishment",4.3,111,,"idk.

Good place for refreshing..

Enjoy

Coffee & relax place,,,
The place is strategic, providing a menu of grilled & fried fish, it feels right on the tongue.
There is a karaoke place too, so those who like to sing can channel their singing hobby.
Siip dech anyway,,,👍

Cafe 87 is indeed different from other cafes in Pasuruan city, with the food and beverage menu provided, the place and facilities provided are not inferior to cafes in other big cities in East Java.
Hurry up, try hanging out at cafe 87
Satisfaction guaranteed..",0.825,0.0063683205002026,0.472988377815087,3656,"cafe, pasuruan, karaoke, 87, east, satisfaction, java, siip, enjoy, like"
Wolles Area Kepanjen,ChIJ-33NeqqfeC4RHCn3DbfQuas,"Jl. K H Agus Salim No.61, Kepanjen, Kec. Kepanjen, Kabupaten Malang, Jawa Timur 65163, Indonesia","cafe, store, food, point_of_interest, establishment",4.3,107,,"Delicious caffe and some good food

The wiifi is good and also the place...

Nice place to have a Coffee Break

Best Place

It's good",0.825,0.0061367452092861,0.472888800439993,3657,"wiifi, caffe, coffee, place, food, delicious, best, break, good, nice"
Foursense Coffee,ChIJm0130_Ip1i0RJwHS1jBHPP4,"Jl. Kaliurang No.36A, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65111, Indonesia","cafe, store, food, point_of_interest, establishment",4.3,103,,"the food and drinks are delicious and i really like the atmosphere!💖

Good food, good ambience 🙌🏻✨

comfortable place, instagramable😍💖

cool place to take ur ootd pict ❤️

nice place😍💖",0.825,0.0059051699183697,0.4727892230648989,3658,"place, drinks, ambience, instagramable, delicious, atmosphere, pict, like, cool, ootd"
Barokah Cafe,ChIJbfqHEFH3dy4RAikAQS8NLl4,"Jl. Veteran No.186, Tlogoanyar, Kec. Lamongan, Kabupaten Lamongan, Jawa Timur 62218, Indonesia","cafe, food, store, point_of_interest, establishment",4.3,103,,"Not bad

ok

Top

Good

Like",0.825,0.0059051699183697,0.4727892230648989,3659,"bad, good, like, ok"
Tempat Nongkrong,ChIJZxmNgLH71y0R6hQTKrVet3Q,"Jl. Bratang Wetan No.49C, Ngagelrejo, Kec. Wonokromo, Surabaya, Jawa Timur 60245, Indonesia","cafe, store, restaurant, food, point_of_interest, establishment",4.3,102,1.0,"Favorite

Overall the taste of the beverage was okay.

Ok

This cafe is really good... don't forget to visit @susen_surabaya, the brand from Dubai is already in Royal Plaza SBY

Very satisfying service at Farid's hangout shop",0.825,0.0058472760956405,0.4727643287211254,3660,"cafe, dubai, susensurabaya, brand, visit, satisfying, farids, overall, plaza, dont"
Gombloh Coffee,ChIJ5fF_OshXeC4R2CJ-wPk06co,"5XFW+VRG, Jl. Penanggungan, Bandar Lor, Kec. Mojoroto, Kota Kediri, Jawa Timur 64117, Indonesia","cafe, point_of_interest, food, establishment",4.3,101,,"S ippp

Ok

Nice

24jam good

Kediri is again touring Vespa in December 2022. At 2 in the morning, I wake up and want to find a warkop while charging my cellphone. Not far from GOR Jayabaya, find this warkop which is still open. The service is friendly, the mas are polite, there is a bathroom in the palace that can be used. The location is also clean. Wifi is fast too.",0.825,0.0057893822729114,0.4727394343773519,3661,"kediri, ippp, warkop, wifi, vespa, 24jam, friendly, charging, 2022, wake"
Kedai Kanjuruhan Caffee,ChIJ7Rr7ep-feC4RMT8dBSWncP8,"Jl. Trunojoyo, Kedungpedaringan, Kepanjen, Malang, Jawa Timur, Kepanjen, Malang, Kedungpedaringan, Kepanjen, Ngadiluwih, Kedungpedaringan, Kepanjen, Malang Regency, East Java 65163, Indonesia","cafe, restaurant, food, store, point_of_interest, establishment",4.3,99,1.0,"Swipp

7k pecel rice, 2k warm tea is enough for breakfast before you want to queue long at Disdukcapil Malang.

The pecel rice menu is great, the coffee is good, the atmosphere is comfortable, suitable for hanging out, family gatherings, there is a billiard table. Good place

The food menu is suitable for those who like home cooking

A place for a quiet and pleasant chat",0.825,0.0056735946274532,0.4726896456898048,3662,"breakfast, menu, disdukcapil, swipp, pecel, comfortable, queue, 2k, malang, great"
Bangi Kopi,ChIJubSlh4KCeC4RunLicSzOMp4,"Jl. Retawu No.22, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia","cafe, restaurant, point_of_interest, food, store, establishment",4.2,671,2.0,"This restaurant is large, suitable for group dining in outdoor indoor seatings..however when i was there this resto is so empty..no one here except me even it was a dinner time..i only saw one person come for take away order..it is cozy place but dont know why nobody come..
Their menu is quite varies, from chinese, indonesian to malaysian food at a moderate price..i tried their nasi lemak ayam panggang..however the appearance is not as good as shown in their menu book... the taste is okay but not so special..it cost 38k and 15k for hot tea.. i thought it was a bit overprice

Good coffee, good food, cheap cold beer at reasonable price. Nice arty atmosphere.

Try Nasi Lemak Rendang Ayam..it has delicious taste ala Indonesian-Malay connection

A good place to visit and having lunch

Nice coffe shop. Pretty interior and cozy atmosphere.
Plenty choices of meal, snacks and beverages.
Nice place for enjoying time with family, friends, colleagues or even client.
I love this place as well as the meals, snacks and beverages.
Good food with good service.
Nice, polite and friendly staffs",0.8,0.0387888612285069,0.4726792103282579,3663,"indonesianmalay, meals, seatingshowever, nasi, overprice, friendly, 15k, coffe, try, atmosphere"
BORNEO CAFE,ChIJXeRVPEGdeC4R_zGwLzrW_dY,"Jl. Raya Sitirejo Pasar Sentra blok D7, Wagir, Lemah Duwur, Sitirejo, Kec. Wagir, Kabupaten Malang, Jawa Timur 65158, Indonesia","cafe, food, point_of_interest, establishment",4.3,95,,"Like

The place is quite good, easy to reach, spacious parking, the owner is friendly. The coffee is really cheap, only three thousand.

Through wagir please stop by. Coffee and milkbase menus are ready to accompany

The place is chill, the menu is cheap. Wifi is available

The place is comfortable",0.825,0.0054420193365367,0.4725900683147108,3664,"parking, coffee, wagir, cheap, spacious, friendly, milkbase, menus, wifi, thousand"
Lesehan Zakly,ChIJhbWKpYEl1i0RYs9IaJB9GKg,"Jl. Raya Malangsuko No.01, Malangsuko, Tumpang, Kec. Tumpang, Kabupaten Malang, Jawa Timur 65156, Indonesia","cafe, point_of_interest, food, establishment",4.3,95,1.0,"Love it

The lesehan and fresh vegetables stalls are the most bouncing at Tumpang, other stalls in the area are usually busy. Standard prices, good taste, friendly service.

Subscribe here, it's a comfortable place, the taste is also good, keep it up for the quality of taste, OK🙏🥰 is the best 🔥🔥

Serves a variety of fresh vegetables, with a great taste, but street prices, bouncy 👍

I love eating here. Good taste. The price fits in the pocket. And the lesehan feel. So the children are spacious if you want to play first while waiting for the food to come.",0.825,0.0054420193365367,0.4725900683147108,3665,"tumpang, vegetables, prices, stalls, lesehan, area, friendly, bouncy, subscribe, usually"
Es Station x Seblakin x Lukimee,ChIJq6o-Dbbm1y0R4CPiWb8FRLY,"Jl. Kartini No.38A, Sidoklumpuk, Sidokumpul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61218, Indonesia","cafe, restaurant, food, point_of_interest, clothing_store, store, establishment",4.3,91,2.0,"good

Good

Good taste..

Fast working barista serving drinks. But the place is still less crowded with other coffee places. It seems that there is no promo and the seats are not comfortable enough to be a place to hang out

Nice coffee, easy access ,
#copy other heart
#better heart",0.825,0.0052104440456203,0.4724904909396167,3666,"barista, drinks, crowded, places, comfortable, promo, better, access, heart, hang"
Warkop SUTOS,ChIJo7UFC6P81y0RtW7gA-53v-I,"Jl. Raya Mastrip No.29, Kebraon, Kec. Karangpilang, Surabaya, Jawa Timur 60222, Indonesia","cafe, food, point_of_interest, store, establishment",4.3,91,1.0,"Sip

Ok

The place is quite comfortable, usually for hanging out with ojol, with employees around lunch, free wifi 👍🙏, quite a large parking area

Here it is precisely comfortable, fast free wifi and there is also a large public parking area and is open 24 hours

Comfortable place suitable for reunion events...
Service ok..
The top is already the SUTOS warkop",0.825,0.0052104440456203,0.4724904909396167,3667,"sip, parking, comfortable, wifi, hours, reunion, ojol, employees, warkop, sutos"
Hotmama Kitchen and Delivery (New),ChIJdyOxj8Ul1i0Rr2Ld5H_UYMU,"Jl. Flamboyan II No.6, Malangsuko, Kec. Tumpang, Kabupaten Malang, Jawa Timur 65156, Indonesia","cafe, food, point_of_interest, establishment",4.3,88,,"Good food with cheap price...

Good taste . Good vibe

Good taste .

The price is quite cheap, affordable for the overlapping area and its surroundings
Serving is quite fast
Standard portion
The noodle taste is ok
Seblaknya mostly gravy
Motorcycle parking is rather difficult
There is no car park
There are no tissues, toothpicks, etc. on the table.
The dirty spoon also fits on the back, please pay more attention to the cleanliness of the cutlery.

So it's a place to hang out once a week/ once every two weeks after exams at school😂 with my friends, even though it's become my friends' favorite food, it's really delicious plus it's spicy which doesn't overpower😅",0.825,0.0050367625774329,0.4724158079082961,3668,"seblaknya, noodle, cutlery, affordable, area, table, motorcycle, exams, vibe, doesnt"
waroeng kopi leyeh,ChIJv1AwxY8n1i0RuJTgBmbrx7o,"Jl. Ketela perum graha bahagia No.kav.2a, RT.05/RW.05, Bumiayu, Kec. Kedungkandang, Kota Malang, Jawa Timur 65135, Indonesia","cafe, store, point_of_interest, food, establishment",4.3,88,,"This place is only 15 minutes walking distance from Gadang Market. I love the food especially fried rice.

This place have a strong wifi signal. But there are a lot young visitor (elementary school student) playing online game through their smart food because the wifi is cheap.

If you need good food and cheap but strong wifi signal this place is suitable for you.

The coffee is mediocre, the place is actually nice, but it's a shame, a lot of people smoke in this place, and the kids play mobile legends at a high volume, and their mouths like to talk dirty, please be warned, rather don't disturb other visitors

Affordable Prices, Anti-Leg Wi-Fi. Cool and comfortable place to hang out

Take care beautiful :v

Those who cook slowly, take a long time.......can order gofood here, it takes a lot of time.....",0.825,0.0050367625774329,0.4724158079082961,3669,"gadang, gofood, wifi, coffee, visitors, affordable, mediocre, minutes, warned, antileg"
RAINBOW COFFEE,ChIJQWdst7Pwdy4R9W5fdF94-h0,"Jl. Achmad Yani No.12, Ngaglik Timur, Sukorejo, Kec. Lamongan, Kabupaten Lamongan, Jawa Timur 62215, Indonesia","cafe, food, point_of_interest, establishment",4.3,88,,"Nice place 👍

Very nice....

One of the cafes that is quite cozy to hang out for a long time, there is an indoor but not too closed because it only uses a fan, there is also an outdoor which is instagramable, if you want to take photos outdoors, it's better in the afternoon. For the coffee, it's ok, don't use instant coffee... there are non-coffee drinks too, snacks, heavy food, they also sell seafood that tastes good and is cheap...

The place is very instagrammable, the location is also strategically easy to access close to the main road, very comfortable especially the outdoor one, a suitable place for just drinking coffee and eating, providing several menu variants that are affordable prices and tastes that can be said to be quite not bad, There is also live music on certain days, it's quite recommended

Rainbow coffee is one of the hangout places or cafes in the Lamongan area of ​​the city, precisely which is strategic, making it easier for young people or teenagers to visit the place. The concept created by rainbow coffee is also very interesting, so it makes us happy when we come there, there is an outdoor and indoor atmosphere. Food and drink prices are also quite affordable. You will find a comfortable atmosphere here..",0.825,0.0050367625774329,0.4724158079082961,3670,"cafes, outdoors, comfortable, prices, drink, lamongan, menu, rainbow, concept, especially"
Fruts Cafe Sidoarjo,ChIJEb_rGdzn1y0RSEjB2Ew6U2Q,"Jalan Monginsidi Kav. DPR A1 No.4, Sidoklumpuk, Sidokumpul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur, Indonesia","cafe, food, point_of_interest, establishment",4.3,88,,"Have many choices of menu
Nice ambience

let's meet the our crew🤪feel it the best vibes in town.

Best cafe in 2022, good food good drink good vibe

mantb

Good Food, Bad Services...",0.825,0.0050367625774329,0.4724158079082961,3671,"cafe, crewfeel, ambience, menu, services, choices, drink, mantb, 2022, good"
Cafe Jeep,ChIJccSCe2Ao1i0R-UHDTfCHHBo,"Jl. Raya Ki Ageng Gribig No.102, Madyopuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia","cafe, food, point_of_interest, establishment",4.3,87,,"The new owners re-opened just today. We knew them from the wonton & drinks stall next door.
It's an amazing place with many tables inside and out. We loved their openness and friendlyness and had a lot of fun as well as serious talks together.
Just go by and see for yourself, they are open every day.
One can only love the place and the owners. We will surely come back on our next trip to Malang.
Good luck Daisy & Toyup ❤️❤️❤️

after work hangout place, with cold beer 🍻

Good

Cozy pool atmosphere
delicious food
Cheap prices, starting from 9 thousand
It's a shame if it's not a favorite place to eat.

Food value 8.7/10

Prove yourself

A very nice place to do work and very relaxed, very classic atmosphere",0.825,0.0049788687547038,0.4723909135645226,3672,"reopened, drinks, wonton, stall, friendlyness, tables, surely, prices, knew, atmosphere"
